Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Heart failure	C0018801	ADCY6	112	0.01	Biomarker		LHGDN	These data show that, in an animal model that mimics key aspects of clinical congestive heart failure, cardiac gene transfer of ACVI increases function of the failing heart.	17007567.0	2006.0
Heart failure	C0018801	AGTR1	185	0.6	GeneticVariation		BEFREE	"Here we demonstrate that a polymorphism in the <span class=""gene"" id=""16651460-3-47-51"">AT1R</span> gene (<span class=""variant"" dbSNP=""NA"" genes_norm=""NA"">A1166C</span>), linked to increased receptor activity, is associated with elevated levels of oxidative stress markers in <span class=""disease"" id=""16651460-3-172-185"">heart failure</span> patients but not in healthy controls."	16651460.0	2006.0
Heart failure	C0018801	ADRB1	153	0.6	AlteredExpression		BEFREE	"Downregulation of β(1)- adrenergic receptors (<span class=""gene"" id=""22685168-1-46-53"">β(1)-AR</span>s) and increased expression/function of G-protein-coupled receptor kinase 2 (GRK2) have been observed in human <span class=""disease"" id=""22685168-1-164-177"">heart failure</span>, but changes in expression of other ARs and GRKs have <span class=""negexp"">not been established</span>."	22685168.0	2012.0
Heart failure	C0018801	AGTR1	185	0.6	Therapeutic		RGD	"Regulation of angiotensin-(1-7) and <span class=""gene"" id=""21963897-0-36-66"">angiotensin II type 1 receptor</span> by telmisartan and losartan in adriamycin-induced rat <span class=""disease"" id=""21963897-0-121-134"">heart failure</span>."	21963897.0	2012.0
Heart failure	C0018801	ERBB2	2064	0.23	Biomarker		RGD	Neuregulin in cardiac hypertrophy in rats with aortic stenosis. Differential expression of erbB2 and erbB4 receptors.	10421602.0	1999.0
Heart failure	C0018801	GRK3	157	0.01	AlteredExpression		BEFREE	"Its absolute values were approximately 350 fmol/mg cytosolic protein, and its expression was <span class=""negexp"">not changed in</span> <span class=""disease"" id=""8293560-7-108-121"">heart failure</span>. beta-Arrestin-2 levels were too low to be detectable using the same methods. beta ARK levels as determined by enzymatic activity were approximately 20 fmol/mg cytosolic protein (beta ARK-1 plus <span class=""gene"" id=""8293560-7-317-327"">beta ARK-2</span>) and thus almost 20-fold lower than those of beta-arrestin. beta ARK levels were increased approximately twofold in <span class=""disease"" id=""8293560-7-444-457"">heart failure</span>.(ABSTRACT TRUNCATED AT 250 WORDS)"	8293560.0	1994.0
Heart failure	C0018801	ATP1A3	478	0.3	Biomarker		CTD_human	Both enalapril and losartan attenuate sarcolemmal Na+-K+-ATPase remodeling in failing rat heart due to myocardial infarction.	18418421.0	2008.0
Heart failure	C0018801	BNIP3	664	0.21	Therapeutic		RGD	"In systolic <span class=""disease"" id=""23508759-8-12-14"">HF</span>, the downregulation of SERCA2a (sarcoplasmic-endoplasmic reticulum calcium ATPase), along with an increased <span class=""gene"" id=""23508759-8-123-128"">BNIP3</span> expression, further worsen myocardial diastolic and systolic function and contribute to the major remodeling seen in systolic <span class=""disease"" id=""23508759-8-255-257"">HF</span> as compared with diastolic <span class=""disease"" id=""23508759-8-285-287"">HF</span> with normal SERCA2a expression."	23508759.0	2013.0
Heart failure	C0018801	LGALS3	3958	0.26	Biomarker		BEFREE	"Plasma and Cardiac <span class=""gene"" id=""28288987-0-19-29"">Galectin-3</span> in Patients With <span class=""disease"" id=""28288987-0-47-60"">Heart Failure</span> Reflects Both Inflammation and Fibrosis: Implications for Its Use as a Biomarker."	28288987.0	2017.0
Heart failure	C0018801	KCNH2	3757	0.01	Biomarker		LHGDN	ceramide-induced I (HERG) impairment may contribute to QT prolongation in prolonged myocardial ischemia, heart failure and diabetic cardiomyopathy	17762170.0	2007.0
Heart failure	C0018801	HMOX1	3162	0.54	GeneticVariation		BEFREE	"The number of <span class=""gene"" id=""25822459-10-14-18"">HO-1</span> promoter GT(n) polymorphism is increased in both IDCM and CRF children with <span class=""disease"" id=""25822459-10-95-97"">HF</span>, but is unrelated to plasma markers of different pathological processes."	25822459.0	2016.0
Heart failure	C0018801	ACE	1636	0.6	Biomarker		BEFREE	"1.The crucial role played by the renin-angiotensin-aldosterone system in the cardiovascular system and the immense therapeutic potential of <span class=""gene"" id=""9486084-1-140-169"">angiotensin-converting enzyme</span> inhibitors and, more recently, angiotensin II receptor blocking agents, in both <span class=""disease"" id=""9486084-1-250-263"">heart failure</span> and post-myocardial infarction is becoming increasingly evident."	9486084.0	1998.0
Heart failure	C0018801	ILF3	3609	0.01	Biomarker		BEFREE	"Taken together, these findings suggest that the mitochondrial degeneration engaged in the skeletal muscle atrophy and the <span class=""disease"" id=""22912857-12-122-135"">heart failure</span> in the <span class=""gene"" id=""22912857-12-143-147"">NF90</span> Tg mice may be caused by <span class=""gene"" id=""22912857-12-173-177"">NF90</span>-induced posttranscriptional repression of transcription factors such as PGC-1 and NRF-1 for regulating nuclear-encoded genes relevant to mitochondrial function."	22912857.0	2013.0
Heart failure	C0018801	TM7SF2	7108	0.02	Biomarker		BEFREE	"<span class=""gene"" id=""26224885-8-0-5"">Ang 1</span>-7 (24 µg/kg/h) administered to ACE2KO-HFD mice resulted in ameliorated EAT inflammation and reduced cardiac steatosis and lipotoxicity, resulting in normalization of <span class=""disease"" id=""26224885-8-172-185"">heart failure</span>."	26224885.0	2016.0
Heart failure	C0018801	LCN2	3934	0.04	AlteredExpression		BEFREE	"In the CRS1 group, the mRNA expression of IL-6, IL-18 and <span class=""gene"" id=""26228789-8-58-62"">NGAL</span> resulted significantly higher in TECs incubated with CRS1 plasma compared with those incubated with plasma from <span class=""disease"" id=""26228789-8-175-177"">HF</span> and CTR (p &lt; 0.01)."	26228789.0	2016.0
Heart failure	C0018801	MAPK8	5599	0.02	Biomarker		BEFREE	"CTGF related <span class=""disease"" id=""19707545-8-13-26"">heart failure</span> was associated with Akt and <span class=""gene"" id=""19707545-8-55-58"">JNK</span> activation, but not with the induction of natriuretic peptides."	19707545.0	2010.0
Heart failure	C0018801	REN	5972	0.4	Biomarker		BEFREE	"There is convincing clinical and experimental evidence that the <span class=""gene"" id=""17430683-2-64-69"">renin</span>-angiotensin system (RAS) and its primary effector peptide, angiotensin II, are linked to the pathophysiology of interstitial fibrosis, cardiac remodeling, and <span class=""disease"" id=""17430683-2-229-242"">heart failure</span>."	17430683.0	2007.0
Heart failure	C0018801	ADD1	118	0.01	GeneticVariation		BEFREE	"In <span class=""gene"" id=""17452507-6-3-7"">ADD1</span> Trp allele carriers, the multivariate-adjusted hazard ratios associated with ACE DD versus I were 1.72 (P=0.007) for total mortality, 2.35 (P=0.02) for cardiovascular mortality, 2.02 (P=0.005) for all cardiovascular events, and 2.59 (P=0.03) for <span class=""disease"" id=""17452507-6-254-267"">heart failure</span>."	17452507.0	2007.0
Heart failure	C0018801	AGT	183	0.6	Biomarker		BEFREE	"ELABELA-APJ axis protects from pressure overload <span class=""disease"" id=""28371822-0-49-62"">heart failure</span> and <span class=""gene"" id=""28371822-0-67-81"">angiotensin II</span>-induced cardiac damage."	28371822.0	2018.0
Heart failure	C0018801	TBK1	29110	0.01	Biomarker		BEFREE	"Our findings <span class=""negexp"">not only reveal a key role</span> of TRAF3 in regulating the hypertrophic response but also uncover TRAF3-<span class=""gene"" id=""26034202-9-112-116"">TBK1</span>-AKT as a novel signaling pathway in the development of cardiac hypertrophy and <span class=""disease"" id=""26034202-9-196-209"">heart failure</span>."	26034202.0	2015.0
Heart failure	C0018801	NPPA	4878	0.59	AlteredExpression		BEFREE	"In BIO14.6 and BIO53.58 strains at this age, ventricular BNP and <span class=""gene"" id=""8083346-10-65-68"">ANP</span> gene expressions are augmented, and the plasma BNP concentration is elevated to 136 and 108 fmol/ml, respectively, three times greater than the elevated plasma ANP concentration, which well mimics changes of the plasma BNP and <span class=""gene"" id=""8083346-10-296-299"">ANP</span> concentrations in human <span class=""disease"" id=""8083346-10-324-337"">heart failure</span>."	8083346.0	1994.0
Heart failure	C0018801	EPG5	57724	0.1	Biomarker		HPO			
Heart failure	C0018801	NOS2	4843	0.35	AlteredExpression		BEFREE	"Because autoimmune myocarditis can develop in animals lacking IRF-1, these mice will be useful to elucidate the link between <span class=""gene"" id=""9244230-9-125-129"">iNOS</span> expression in inflammatory heart disease and the development of dilated cardiomyopathy and <span class=""disease"" id=""9244230-9-221-234"">heart failure</span>."	9244230.0	1997.0
Heart failure	C0018801	ACE	1636	0.6	GeneticVariation		BEFREE	"The <span class=""gene"" id=""15012913-9-4-7"">ACE</span>-DD group (n=225, 80F/145M, mean age 43.4+/-7.6 years) had 42 hypertensive subjects (18.3%), 5 <span class=""disease"" id=""15012913-9-102-115"">heart failure</span> (<span class=""disease"" id=""15012913-9-117-119"">HF</span>) subjects and 6 subjects with acute coronary syndromes (ACS)."	15012913.0	2004.0
Heart failure	C0018801	REN	5972	0.4	GeneticVariation		BEFREE	"A candidate gene approach has shown that common genetic variants of the <span class=""gene"" id=""20814312-6-72-77"">renin</span>-angiotensin-adrenergic pathway can also influence <span class=""disease"" id=""20814312-6-128-141"">heart failure</span> and may be associated with different outcomes."	20814312.0	2011.0
Heart failure	C0018801	RYR2	6262	0.3	GeneticVariation		BEFREE	"<span class=""gene"" id=""25773045-0-0-4"">RyR2</span> Common Gene Variant <span class=""variant"" dbSNP=""rs3766871"" genes_norm=""6262"">G1886S</span> and the Risk of Ventricular Arrhythmias in ICD Patients with <span class=""disease"" id=""25773045-0-93-106"">Heart Failure</span>."	25773045.0	2016.0
Heart failure	C0018801	ALB	213	0.31	Biomarker		CTD_human	Human serum albumin induced hypotension in the postoperative phase of cardiac surgery.	11771600.0	2002.0
Heart failure	C0018801	RHOU	58480	0.01	AlteredExpression		BEFREE	"ANKRD1 and <span class=""gene"" id=""24709777-12-11-15"">RHOU</span> mRNA levels were related with LV function which emphasizes their relevance in <span class=""disease"" id=""24709777-12-94-96"">HF</span>."	24709777.0	2014.0
Heart failure	C0018801	AGT	183	0.6	Therapeutic		RGD	"To investigate the possible effects of telmisartan and losartan on cardiac function in adriamycin (ADR)-induced <span class=""disease"" id=""21963897-1-112-125"">heart failure</span> in rats, and to explore the changes in plasma level of angiotensin-(1-7)[Ang-(1-7)] and myocardial expression of <span class=""gene"" id=""21963897-1-239-253"">angiotensin II</span> type 1/2 receptors (AT(1)R / AT(2)R) and Mas receptor caused by the two drugs."	21963897.0	2012.0
Heart failure	C0018801	AIMP2	7965	0.02	Biomarker		BEFREE	"β₂-Adrenoceptors, NADPH oxidase, ROS and <span class=""gene"" id=""21271996-0-41-44"">p38</span> MAPK: another 'radical' road to <span class=""disease"" id=""21271996-0-77-90"">heart failure</span>?"	21271996.0	2011.0
Heart failure	C0018801	ATP2A2	488	0.6	Biomarker		BEFREE	"Our findings show a crucial role of LRP1/Pyk2/HIF-1α in hypoxia-induced cardiomyocyte <span class=""gene"" id=""25968337-9-86-92"">SERCA2</span> downregulation, a pathophysiological process closely associated with <span class=""disease"" id=""25968337-9-162-175"">heart failure</span>."	25968337.0	2016.0
Heart failure	C0018801	ZBTB17	7709	0.01	GeneticVariation		BEFREE	"<span class=""gene"" id=""26175529-0-0-6"">ZBTB17</span> (<span class=""gene"" id=""26175529-0-8-12"">MIZ1</span>) Is Important for the Cardiac Stress Response and a Novel Candidate Gene for Cardiomyopathy and <span class=""disease"" id=""26175529-0-109-122"">Heart Failure</span>."	26175529.0	2016.0
Heart failure	C0018801	AXL	558	0.02	AlteredExpression		BEFREE	"In addition, beta ARK enzyme activity assays were performed, and the levels of beta 1- and beta 2-receptors were determined by radioligand binding. beta <span class=""gene"" id=""8381058-6-153-156"">ARK</span> mRNA levels were increased almost threefold in both forms of <span class=""disease"" id=""8381058-6-218-231"">heart failure</span>, and beta ARK activity was enhanced. beta 1-Receptor mRNA levels and beta 1-receptor numbers were decreased by approximately 50% in both failing groups, whereas these levels were unaltered for beta 2-receptors."	8381058.0	1993.0
Heart failure	C0018801	MYOCD	93649	0.01	AlteredExpression		BEFREE	"A possible dual consequence of increased <span class=""gene"" id=""12920479-8-41-50"">myocardin</span> and decreased HOP expression levels on serum response factor-dependent cardiac-specific expression in the normal heart and at <span class=""disease"" id=""12920479-8-177-190"">heart failure</span> is discussed."	12920479.0	2004.0
Heart failure	C0018801	TTR	7276	0.05	GeneticVariation		BEFREE	"Transthyretin amyloidosis associated with variant <span class=""variant"" dbSNP=""NA"" genes_norm=""NA"">V122I</span> (<span class=""gene"" id=""22795285-2-57-61"">ATTR</span> <span class=""variant"" dbSNP=""NA"" genes_norm=""NA"">V122I</span>) is likely to be an important cause of <span class=""disease"" id=""22795285-2-107-120"">heart failure</span> in Afro-Caribbean populations, but the high prevalence of left ventricular hypertrophy (LVH) and lack of awareness of this genetic disorder pose diagnostic hurdles."	22795285.0	2012.0
Heart failure	C0018801	ACE	1636	0.6	Biomarker		BEFREE	"<span class=""gene"" id=""12076180-2-0-3"">ACE</span> inhibitors are recognised as being highly effective therapy for hypertension and <span class=""disease"" id=""12076180-2-85-106"">cardiac insufficiency</span>, and have a more beneficial effect on survival rate than expected on the basis of known mechanisms of action."	12076180.0	2002.0
Heart failure	C0018801	ACE2	59272	0.29	AlteredExpression		BEFREE	"In the cardiovascular system, the <span class=""gene"" id=""20392165-4-34-38"">ACE2</span>/angiotensin 1 - 7/Mas axis, mainly through the inhibition of fibrosis, inflammation, thrombosis and cell proliferation, modulates RAS activity with significant pathophysiological implications in clinical conditions such as hypertension, myocardial ischemia and <span class=""disease"" id=""20392165-4-300-313"">heart failure</span>."	20392165.0	2010.0
